recipe_title,subcategory,ingredients,directions,num_ingredients,num_steps,est_prep_time_min,est_cook_time_min,dietary_profile,healthiness_score,health_level
Easy Egg Fried Rice,200 Calorie Main Dishes,"[""1 cup water"", ""2 tablespoons soy sauce"", ""½ teaspoon salt"", ""1 cup uncooked instant rice"", ""1 teaspoon vegetable oil"", ""½ onion, finely chopped"", ""½ cup sliced green beans or peas"", ""1 large egg, lightly beaten"", ""¼ teaspoon ground black pepper""]","[""Gather all ingredients."", ""Bring water, soy sauce, and salt to a boil in a medium saucepan. Stir in instant rice and remove from heat. Cover and let stand for 5 minutes."", ""Heat oil in a medium skillet or wok over medium heat. Sauté onions and green beans or peas in hot oil for 2 to 3 minutes."", ""Pour in beaten egg and fry for 2 minutes, scrambling egg while it cooks."", ""Add cooked rice to egg mixture; mix well. Season with pepper.""]",9,5,21,40,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",74,moderate
Easy Garlic and Rosemary Chicken,200 Calorie Main Dishes,"[""2 skinless, boneless chicken breasts"", ""2 cloves garlic, chopped"", ""2 tablespoons dried rosemary"", ""1 tablespoon lemon juice"", ""salt and pepper to taste""]","[""Preheat the oven to 375 degrees F (190 degrees C)."", ""Cover chicken breasts with garlic, then sprinkle with rosemary, lemon juice, and salt and pepper to taste."", ""Place in a 9x13-inch baking dish and bake in the preheated oven until done and juices run clear, about 25 minutes (baking time will depend on the thickness of your chicken breasts). An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).""]",5,3,9,26,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",82,healthy
Slow Cooker Pork Chops and Sauerkraut,200 Calorie Main Dishes,"[""4 pork chops"", ""16 ounces sauerkraut with juice""]","[""Place the chops in the bottom the slow cooker and pour the sauerkraut over the top. Cook on low for 8 to 9 hours or on high for 4 to 5 hours.""]",2,1,6,37,"[""gluten_free"", ""nut_free""]",70,moderate
Quick and Easy Baked Fish Fillet,200 Calorie Main Dishes,"[""1 pound flounder fillets"", ""½ teaspoon salt"", ""ground black pepper to taste"", ""1 tablespoon lemon juice"", ""2 teaspoons melted butter"", ""1 teaspoon minced onion""]","[""Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C)."", ""Place flounder in a baking dish; season with salt and pepper."", ""Mix together lemon juice, melted butter, and onion in a small bowl; pour over flounder."", ""Bake in the preheated oven until fish is opaque and flakes easily with a fork, 25 to 30 minutes.""]",6,4,12,34,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",76,moderate
Pierogi Dough,200 Calorie Main Dishes,"[""4 cups all-purpose flour"", ""1 teaspoon salt"", ""2 teaspoons vegetable oil"", ""¼ teaspoon baking powder"", ""1 cup warm water"", ""1 egg, beaten""]","[""In a large bowl mix together the flour, salt, and baking powder. Make a well in the center."", ""In a separate bowl mix together the vegetable oil, warm water, and beaten egg. Pour into the well of the dry ingredients. Knead dough for 8 to 10 minutes."", ""Cover dough and let rest for 2 hours. Roll out and fill as desired.""]",6,3,11,62,"[""nut_free"", ""halal"", ""kosher""]",64,moderate
Crispy and Tender Baked Chicken Thighs,300 Calorie Main Dishes,"[""cooking spray"", ""8 bone-in, skin-on chicken thighs"", ""¼ teaspoon garlic salt"", ""¼ teaspoon onion salt"", ""¼ teaspoon dried oregano"", ""¼ teaspoon ground thyme"", ""¼ teaspoon ground paprika"", ""¼ teaspoon ground black pepper""]","[""Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil; spray foil with cooking spray."", ""Arrange chicken thighs, skin-side up, on the prepared baking sheet."", ""Combine garlic salt, onion salt, oregano, thyme, paprika, and pepper in a small bowl; mix until well combined."", ""Sprinkle spice mixture liberally over chicken thighs."", ""Bake chicken in the preheated oven until skin is crispy, thighs are no longer pink at the bone, and the juices run clear, about 1 hour. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C)."", ""Serve hot and enjoy!""]",8,6,15,35,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",76,moderate
German Spaetzle Dumplings,300 Calorie Main Dishes,"[""1 cup all-purpose flour"", ""½ teaspoon ground nutmeg"", ""½ teaspoon salt"", ""1 pinch freshly ground white pepper"", ""2 eggs"", ""¼ cup milk"", ""2 tablespoons butter"", ""2 tablespoons chopped fresh parsley""]","[""Gather all ingredients."", ""Fill a large pot halfway full with water and bring to a boil. Adjust heat so water just simmers."", ""Meanwhile, mix together flour, nutmeg, salt, and white pepper in a medium bowl."", ""Whisk eggs together in a small bowl."", ""Add eggs alternately with milk to dry ingredients. Stir until smooth."", ""Working in batches, press dough through a spaetzle maker, or through a large-holed colander or metal grater, into simmering water."", ""Cook 5 to 8 minutes. Remove with a slotted spoon or spider and drain well."", ""Melt butter in a large skillet. Add spaetzle and cook, stirring gently, until heated through."", ""Serve sprinkled with parsley.""]",8,9,19,64,"[""halal"", ""kosher""]",62,moderate
Chicken Souvlaki with Tzatziki Sauce,300 Calorie Main Dishes,"[""¼ cup olive oil"", ""2 cloves garlic, minced"", ""2 tablespoons lemon juice"", ""1 teaspoon dried oregano"", ""½ teaspoon salt"", ""1 ½ pounds skinless, boneless chicken breast halves - cut into bite-sized pieces"", ""6 wooden skewers, or as needed""]","[""Gather all ingredients."", ""Prepare kabobs: Combine olive oil, garlic, lemon juice, oregano, and salt in a large resealable bag. Add chicken, coat with the marinade, squeeze out excess air and seal the bag; marinate in the refrigerator for 2 hours."", ""Prepare sauce: Mix yogurt, cucumber, olive oil, vinegar, garlic, and salt together in a bowl. Refrigerate sauce for flavors to blend, 1 to 2 hours."", ""Soak wooden skewers in a bowl of cold water for about 15 minutes. Preheat an outdoor grill for medium-high heat and lightly oil the grate."", ""Remove chicken from marinade and thread onto the soaked skewers. Discard unused marinade."", ""Cook the skewers on the preheated grill, turning frequently until browned on all sides and chicken is no longer pink in the center, about 7 to 8 minutes per side."", ""Serve with tzatziki sauce. Enjoy!""]",7,7,18,96,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",76,moderate
Zesty Slow Cooker Chicken Barbecue,300 Calorie Main Dishes,"[""6 frozen skinless, boneless chicken breast halves"", ""1 (12 ounce) bottle barbeque sauce"", ""½ cup Italian salad dressing"", ""¼ cup brown sugar"", ""2 tablespoons Worcestershire sauce""]","[""Place chicken in the slow cooker."", ""Mix barbecue sauce, Italian salad dressing, brown sugar, and Worcestershire sauce in a bowl;"", ""Pour barbecue sauce mixture over chicken."", ""Cover and cook on Low for 6 to 8 hours or on High for 3 to 4 hours."", ""Shred to serve.""]",5,5,11,73,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",64,moderate
Crumbed Chicken Tenderloins (Air Fried),300 Calorie Main Dishes,"[""1 large egg"", ""½ cup dry bread crumbs"", ""2 tablespoons vegetable oil"", ""8 chicken tenderloins""]","[""Gather all ingredients."", ""Preheat an air fryer to 350 degrees F (175 degrees C)."", ""Whisk egg in a small bowl."", ""Mix bread crumbs and oil together in a second bowl until mixture becomes loose and crumbly."", ""Dip each chicken tenderloin into the bowl of egg; shake off any residual egg. Dip chicken into crumb mixture, making sure it is evenly and fully covered."", ""Lay chicken tenderloins in the air fryer basket in an even layer."", ""Air-fry until no longer pink in the center, about 12 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C)."", ""Serve hot and enjoy!""]",4,8,12,39,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",58,moderate
Old Bay-Seasoned Steamed Shrimp,300 Calorie Main Dishes,"[""½ cup water"", ""½ cup white vinegar"", ""2 tablespoons seafood seasoning (such as Old Bay)"", ""1 pound fresh large shrimp, deveined with shells on""]","[""Bring water, vinegar, and seafood seasoning to a boil in a saucepan over high heat. Add shrimp and stir."", ""Reduce heat to medium, cover, and steam, stirring once or twice, until bright orange in color, 3 to 5 minutes. Drain.""]",4,2,9,28,"[""gluten_free"", ""nut_free"", ""halal""]",68,moderate
Easy Breaded Shrimp,300 Calorie Main Dishes,"[""1 quart vegetable oil for frying"", ""4 cups shrimp, peeled and deveined"", ""1 large egg, beaten"", ""2 cups dry bread crumbs""]","[""Gather the ingredients. Heat oil in a deep fryer or large saucepan to 350 degrees F (175 degrees C)."", ""Working one at a time, dip shrimp into beaten egg, allowing any excess egg to drip back into the bowl. Press into bread crumbs to coat both sides. Place the breaded shrimp, unstacked, onto a plate. Repeat with remaining shrimp."", ""Lower breaded shrimp carefully into preheated oil in batches. Fry until crispy and golden brown, about 4 to 5 minutes. Transfer to a paper towel-lined plate to drain. Repeat with remaining breaded shrimp.""]",4,3,13,39,"[""gluten_free"", ""nut_free"", ""halal""]",58,moderate
Pan-Fried Shrimp,300 Calorie Main Dishes,"[""8 tablespoons butter, divided"", ""1 pound peeled and deveined bay shrimp"", ""1 tablespoon lemon juice, divided"", ""1 pinch garlic salt, or to taste"", ""salt and ground black pepper to taste""]","[""Melt 6 tablespoons butter in a large skillet over high heat. Add shrimp; cook and stir in hot butter until browned, about 2 minutes. Reduce heat to medium-low."", ""Stir in 1 1/2 teaspoons lemon juice, garlic salt, salt, and pepper; cook until heated through, about 1 minute. Remove from heat; stir in remaining 2 tablespoons butter and 1 1/2 teaspoons lemon juice.""]",5,2,16,48,"[""gluten_free"", ""nut_free"", ""halal""]",70,moderate
Seasoned Swai Fish Fillet,300 Calorie Main Dishes,"[""cooking spray"", ""4 (4 ounce) fillets swai fish"", ""2 tablespoons margarine"", ""¼ cup dry white wine"", ""1 tablespoon lemon juice"", ""1 tablespoon chopped fresh cilantro (Optional)"", ""1 teaspoon minced garlic"", ""1 teaspoon salt"", ""1 teaspoon ground black pepper"", ""1 teaspoon paprika""]","[""Preheat the oven to 350 degrees F (175 degrees C). Grease a shallow pan or baking sheet with cooking spray."", ""Place fish fillets into the prepared pan."", ""Melt margarine in a saucepan over medium heat. Mix white wine, lemon juice, cilantro, garlic, salt, and black pepper into melted margarine; simmer for 2 minutes."", ""Generously spoon sauce over fish fillets. Sprinkle fillets with paprika."", ""Bake in the preheated oven until fish flakes easily with a fork, 10 to 12 minutes.""]",10,5,17,54,"[""gluten_free"", ""nut_free"", ""kosher""]",76,moderate
Quick-Baked Zucchini Chips,100 Calorie Snacks,"[""cooking spray"", ""2 large egg whites"", ""½ cup seasoned dry bread crumbs"", ""2 tablespoons grated Parmesan cheese"", ""⅛ teaspoon ground black pepper"", ""2 medium zucchini, cut into 1/4-inch slices""]","[""Preheat the oven to 475 degrees F (245 degrees C). Grease a baking sheet with cooking spray."", ""Whisk egg whites in a small bowl. Mix together bread crumbs, Parmesan cheese, and pepper in a shallow bowl."", ""Dip zucchini slices into egg whites, then press into bread crumb mixture to coat. Place on the prepared baking sheet."", ""Bake in the preheated oven for 5 minutes. Turn zucchini over and continue baking until browned and crispy, 5 to 10 minutes more.""]",6,4,11,29,"[""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",72,moderate
Ginger Veggie Stir Fry,Low-Calorie Main Dishes,"[""4 tablespoons vegetable oil, divided"", ""2 teaspoons chopped fresh ginger root, divided"", ""1 ½ cloves garlic, crushed"", ""1 tablespoon cornstarch"", ""1 small head broccoli, cut into florets"", ""¾ cup julienned carrots"", ""½ cup snow peas"", ""½ cup halved green beans"", ""2 ½ tablespoons water"", ""2 tablespoons soy sauce"", ""¼ cup chopped onion"", ""½ tablespoon salt, or to taste""]","[""Gather all ingredients."", ""Place 2 tablespoons vegetable oil, 1 teaspoon ginger, garlic, and cornstarch in a large bowl; mix until cornstarch is dissolved."", ""Add broccoli, carrots, snow peas, and green beans; toss lightly to coat."", ""Heat remaining 2 tablespoons vegetable oil in a large skillet or wok over medium heat. Add vegetable mixture and cook for 2 minutes, stirring constantly to prevent burning."", ""Stir in water and soy sauce; add onion, salt, and remaining 1 teaspoon ginger. Cook and stir until vegetables are tender but crisp."", ""Serve hot and enjoy!""]",12,6,25,48,"[""vegan"", ""gluten_free"", ""nut_free"", ""halal"", ""kosher""]",88,healthy
Mediterranean Chicken,Low-Calorie Main Dishes,"[""2 tablespoons white wine"", ""2 teaspoons olive oil"", ""6 skinless, boneless chicken breast halves"", ""3 cloves garlic, minced"", ""½ cup diced onion"", ""3 cups tomatoes, chopped"", ""½ cup white wine"", ""2 teaspoons chopped fresh thyme"", ""1 tablespoon chopped fresh basil"", ""½ cup kalamata olives"", ""¼ cup chopped fresh parsley"", ""salt and pepper to taste""]","[""Heat white wine and oil in a large skillet over medium heat. Add chicken and cook until golden, about 4 to 6 minutes on each side. Remove chicken from skillet and set aside."", ""Add garlic to pan drippings; sauté for 30 seconds. Add onion; cook and stir until onions are tender, about 3 minutes. Add tomatoes and bring to a boil. Reduce heat to low and add 1/2 cup white wine; simmer for 10 minutes. Add thyme and basil and simmer for 5 more minutes."", ""Return chicken to skillet, cover, and cook over low heat until the chicken is cooked through and no longer pink inside. Add olives and parsley; cook for 1 minute. Season with salt and pepper and serve.""]",12,3,26,85,"[""gluten_free"", ""nut_free"", ""kosher""]",84,healthy
